INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'cifar100', 'class_num': 100, 'sample_num': 10, 'arch': 'resnet18', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.001, 'lr_factor': 0.2, 'bs': 128, 'momentum': 0.9, 'lr_step': 10, 'tensorboard_path': 'runs/imagenet_cifar100/sample_num/10/resnet18', 'checkpoint_path': 'checkpoints/imagenet_cifar100/sample_num/10/resnet18', 'checkpoint_save_step': 5, 'log_path': 'log/resnet18/imagenet_cifar100/sample_num/10/pretrain.log', 'end_epoch': 200}
INFO:root:Class_num: 100
INFO:root:Classes: range(0, 100)
INFO:root:Sample_num: 10
INFO:root:Train_size: 1000
INFO:root:Test_size: 10000
INFO:root:Epoch 1 Test set: LR: 0.00100000,  Average loss: 0.0370, Accuracy: 0.0104
INFO:root:Epoch 2 Test set: LR: 0.00100000,  Average loss: 0.0365, Accuracy: 0.0176
INFO:root:Epoch 3 Test set: LR: 0.00100000,  Average loss: 0.0361, Accuracy: 0.0310
INFO:root:Epoch 4 Test set: LR: 0.00100000,  Average loss: 0.0357, Accuracy: 0.0434
INFO:root:Epoch 5 Test set: LR: 0.00100000,  Average loss: 0.0353, Accuracy: 0.0506
INFO:root:Epoch 6 Test set: LR: 0.00100000,  Average loss: 0.0350, Accuracy: 0.0569
INFO:root:Epoch 7 Test set: LR: 0.00100000,  Average loss: 0.0345, Accuracy: 0.0676
INFO:root:Epoch 8 Test set: LR: 0.00100000,  Average loss: 0.0342, Accuracy: 0.0744
INFO:root:Epoch 9 Test set: LR: 0.00100000,  Average loss: 0.0339, Accuracy: 0.0758
INFO:root:Epoch 10 Test set: LR: 0.00100000,  Average loss: 0.0336, Accuracy: 0.0830
INFO:root:Epoch 11 Test set: LR: 0.00100000,  Average loss: 0.0332, Accuracy: 0.0895
INFO:root:Epoch 12 Test set: LR: 0.00100000,  Average loss: 0.0330, Accuracy: 0.0948
INFO:root:Epoch 13 Test set: LR: 0.00100000,  Average loss: 0.0326, Accuracy: 0.1023
INFO:root:Epoch 14 Test set: LR: 0.00100000,  Average loss: 0.0324, Accuracy: 0.1098
INFO:root:Epoch 15 Test set: LR: 0.00100000,  Average loss: 0.0322, Accuracy: 0.1117
INFO:root:Epoch 16 Test set: LR: 0.00100000,  Average loss: 0.0319, Accuracy: 0.1198
INFO:root:Epoch 17 Test set: LR: 0.00100000,  Average loss: 0.0317, Accuracy: 0.1212
INFO:root:Epoch 18 Test set: LR: 0.00100000,  Average loss: 0.0312, Accuracy: 0.1298
INFO:root:Epoch 19 Test set: LR: 0.00100000,  Average loss: 0.0311, Accuracy: 0.1342
INFO:root:Epoch 20 Test set: LR: 0.00100000,  Average loss: 0.0308, Accuracy: 0.1366
INFO:root:Epoch 21 Test set: LR: 0.00100000,  Average loss: 0.0307, Accuracy: 0.1412
INFO:root:Epoch 22 Test set: LR: 0.00100000,  Average loss: 0.0304, Accuracy: 0.1477
INFO:root:Epoch 23 Test set: LR: 0.00100000,  Average loss: 0.0301, Accuracy: 0.1492
INFO:root:Epoch 24 Test set: LR: 0.00100000,  Average loss: 0.0300, Accuracy: 0.1524
INFO:root:Epoch 25 Test set: LR: 0.00100000,  Average loss: 0.0298, Accuracy: 0.1533
INFO:root:Epoch 26 Test set: LR: 0.00100000,  Average loss: 0.0296, Accuracy: 0.1597
INFO:root:Epoch 27 Test set: LR: 0.00100000,  Average loss: 0.0296, Accuracy: 0.1599
INFO:root:Epoch 28 Test set: LR: 0.00100000,  Average loss: 0.0295, Accuracy: 0.1610
INFO:root:Epoch 29 Test set: LR: 0.00100000,  Average loss: 0.0294, Accuracy: 0.1617
INFO:root:Epoch 30 Test set: LR: 0.00100000,  Average loss: 0.0294, Accuracy: 0.1644
INFO:root:Epoch 31 Test set: LR: 0.00100000,  Average loss: 0.0293, Accuracy: 0.1651
INFO:root:Epoch 32 Test set: LR: 0.00100000,  Average loss: 0.0292, Accuracy: 0.1676
INFO:root:Epoch 33 Test set: LR: 0.00100000,  Average loss: 0.0290, Accuracy: 0.1747
INFO:root:Epoch 34 Test set: LR: 0.00100000,  Average loss: 0.0289, Accuracy: 0.1782
INFO:root:Epoch 35 Test set: LR: 0.00100000,  Average loss: 0.0289, Accuracy: 0.1812
INFO:root:Epoch 36 Test set: LR: 0.00100000,  Average loss: 0.0289, Accuracy: 0.1811
INFO:root:Epoch 37 Test set: LR: 0.00099994,  Average loss: 0.0289, Accuracy: 0.1815
INFO:root:Epoch 38 Test set: LR: 0.00099994,  Average loss: 0.0287, Accuracy: 0.1843
INFO:root:Epoch 39 Test set: LR: 0.00099994,  Average loss: 0.0286, Accuracy: 0.1867
INFO:root:Epoch 40 Test set: LR: 0.00099994,  Average loss: 0.0287, Accuracy: 0.1874
INFO:root:Epoch 41 Test set: LR: 0.00099994,  Average loss: 0.0286, Accuracy: 0.1896
INFO:root:Epoch 42 Test set: LR: 0.00099994,  Average loss: 0.0285, Accuracy: 0.1876
INFO:root:Epoch 43 Test set: LR: 0.00099975,  Average loss: 0.0285, Accuracy: 0.1895
INFO:root:Epoch 44 Test set: LR: 0.00099944,  Average loss: 0.0284, Accuracy: 0.1909
INFO:root:Epoch 45 Test set: LR: 0.00099944,  Average loss: 0.0285, Accuracy: 0.1918
INFO:root:Epoch 46 Test set: LR: 0.00099944,  Average loss: 0.0285, Accuracy: 0.1912
INFO:root:Epoch 47 Test set: LR: 0.00099901,  Average loss: 0.0284, Accuracy: 0.1935
INFO:root:Epoch 48 Test set: LR: 0.00099901,  Average loss: 0.0284, Accuracy: 0.1941
INFO:root:Epoch 49 Test set: LR: 0.00099901,  Average loss: 0.0283, Accuracy: 0.1982
INFO:root:Epoch 50 Test set: LR: 0.00099901,  Average loss: 0.0284, Accuracy: 0.1998
INFO:root:Epoch 51 Test set: LR: 0.00099901,  Average loss: 0.0284, Accuracy: 0.1987
INFO:root:Epoch 52 Test set: LR: 0.00099846,  Average loss: 0.0282, Accuracy: 0.2010
INFO:root:Epoch 53 Test set: LR: 0.00099846,  Average loss: 0.0284, Accuracy: 0.1998
INFO:root:Epoch 54 Test set: LR: 0.00099778,  Average loss: 0.0284, Accuracy: 0.2000
INFO:root:Epoch 55 Test set: LR: 0.00099698,  Average loss: 0.0284, Accuracy: 0.2018
INFO:root:Epoch 56 Test set: LR: 0.00099698,  Average loss: 0.0284, Accuracy: 0.2003
INFO:root:Epoch 57 Test set: LR: 0.00099606,  Average loss: 0.0284, Accuracy: 0.2027
INFO:root:Epoch 58 Test set: LR: 0.00099606,  Average loss: 0.0285, Accuracy: 0.2000
INFO:root:Epoch 59 Test set: LR: 0.00099501,  Average loss: 0.0284, Accuracy: 0.2019
INFO:root:Epoch 60 Test set: LR: 0.00099384,  Average loss: 0.0283, Accuracy: 0.2050
INFO:root:Epoch 61 Test set: LR: 0.00099384,  Average loss: 0.0282, Accuracy: 0.2038
INFO:root:Epoch 62 Test set: LR: 0.00099255,  Average loss: 0.0283, Accuracy: 0.2067
INFO:root:Epoch 63 Test set: LR: 0.00099255,  Average loss: 0.0283, Accuracy: 0.2092
INFO:root:Epoch 64 Test set: LR: 0.00099255,  Average loss: 0.0283, Accuracy: 0.2077
INFO:root:Epoch 65 Test set: LR: 0.00099114,  Average loss: 0.0284, Accuracy: 0.2066
INFO:root:Epoch 66 Test set: LR: 0.00098961,  Average loss: 0.0284, Accuracy: 0.2058
INFO:root:Epoch 67 Test set: LR: 0.00098796,  Average loss: 0.0283, Accuracy: 0.2053
INFO:root:Epoch 68 Test set: LR: 0.00098618,  Average loss: 0.0284, Accuracy: 0.2095
INFO:root:Epoch 69 Test set: LR: 0.00098618,  Average loss: 0.0282, Accuracy: 0.2093
INFO:root:Epoch 70 Test set: LR: 0.00098429,  Average loss: 0.0283, Accuracy: 0.2103
INFO:root:Epoch 71 Test set: LR: 0.00098429,  Average loss: 0.0284, Accuracy: 0.2086
INFO:root:Epoch 72 Test set: LR: 0.00098228,  Average loss: 0.0284, Accuracy: 0.2091
INFO:root:Epoch 73 Test set: LR: 0.00098015,  Average loss: 0.0284, Accuracy: 0.2101
INFO:root:Epoch 74 Test set: LR: 0.00097790,  Average loss: 0.0285, Accuracy: 0.2109
INFO:root:Epoch 75 Test set: LR: 0.00097790,  Average loss: 0.0286, Accuracy: 0.2073
INFO:root:Epoch 76 Test set: LR: 0.00097553,  Average loss: 0.0285, Accuracy: 0.2076
INFO:root:Epoch 77 Test set: LR: 0.00097304,  Average loss: 0.0286, Accuracy: 0.2055
INFO:root:Epoch 78 Test set: LR: 0.00097044,  Average loss: 0.0287, Accuracy: 0.2078
INFO:root:Epoch 79 Test set: LR: 0.00096772,  Average loss: 0.0284, Accuracy: 0.2103
INFO:root:Epoch 80 Test set: LR: 0.00096489,  Average loss: 0.0286, Accuracy: 0.2075
INFO:root:Epoch 81 Test set: LR: 0.00096194,  Average loss: 0.0286, Accuracy: 0.2086
INFO:root:Epoch 82 Test set: LR: 0.00095888,  Average loss: 0.0285, Accuracy: 0.2100
INFO:root:Epoch 83 Test set: LR: 0.00095570,  Average loss: 0.0287, Accuracy: 0.2102
INFO:root:Epoch 84 Test set: LR: 0.00095241,  Average loss: 0.0286, Accuracy: 0.2111
INFO:root:Epoch 85 Test set: LR: 0.00095241,  Average loss: 0.0288, Accuracy: 0.2091
INFO:root:Epoch 86 Test set: LR: 0.00094901,  Average loss: 0.0288, Accuracy: 0.2098
