INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'cifar100', 'class_num': 100, 'sample_num': 2, 'arch': 'resnet18', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.001, 'lr_factor': 0.2, 'bs': 128, 'momentum': 0.9, 'lr_step': 10, 'tensorboard_path': 'runs/imagenet_cifar100/sample_num/2/resnet18', 'checkpoint_path': 'checkpoints/imagenet_cifar100/sample_num/2/resnet18', 'checkpoint_save_step': 5, 'log_path': 'log/resnet18/imagenet_cifar100/sample_num/2/pretrain.log', 'end_epoch': 200}
INFO:root:Class_num: 100
INFO:root:Classes: range(0, 100)
INFO:root:Sample_num: 2
INFO:root:Train_size: 200
INFO:root:Test_size: 10000
INFO:root:Epoch 1 Test set: LR: 0.00100000,  Average loss: 0.0374, Accuracy: 0.0088
INFO:root:Epoch 2 Test set: LR: 0.00100000,  Average loss: 0.0373, Accuracy: 0.0082
INFO:root:Epoch 3 Test set: LR: 0.00099994,  Average loss: 0.0371, Accuracy: 0.0087
INFO:root:Epoch 4 Test set: LR: 0.00099975,  Average loss: 0.0370, Accuracy: 0.0098
INFO:root:Epoch 5 Test set: LR: 0.00099975,  Average loss: 0.0369, Accuracy: 0.0109
INFO:root:Epoch 6 Test set: LR: 0.00099975,  Average loss: 0.0368, Accuracy: 0.0125
INFO:root:Epoch 7 Test set: LR: 0.00099975,  Average loss: 0.0367, Accuracy: 0.0147
INFO:root:Epoch 8 Test set: LR: 0.00099975,  Average loss: 0.0365, Accuracy: 0.0172
INFO:root:Epoch 9 Test set: LR: 0.00099975,  Average loss: 0.0364, Accuracy: 0.0209
INFO:root:Epoch 10 Test set: LR: 0.00099975,  Average loss: 0.0363, Accuracy: 0.0248
INFO:root:Epoch 11 Test set: LR: 0.00099975,  Average loss: 0.0362, Accuracy: 0.0308
INFO:root:Epoch 12 Test set: LR: 0.00099975,  Average loss: 0.0361, Accuracy: 0.0348
INFO:root:Epoch 13 Test set: LR: 0.00099975,  Average loss: 0.0360, Accuracy: 0.0377
INFO:root:Epoch 14 Test set: LR: 0.00099975,  Average loss: 0.0360, Accuracy: 0.0402
INFO:root:Epoch 15 Test set: LR: 0.00099975,  Average loss: 0.0359, Accuracy: 0.0422
INFO:root:Epoch 16 Test set: LR: 0.00099975,  Average loss: 0.0359, Accuracy: 0.0461
INFO:root:Epoch 17 Test set: LR: 0.00099975,  Average loss: 0.0359, Accuracy: 0.0476
INFO:root:Epoch 18 Test set: LR: 0.00099975,  Average loss: 0.0358, Accuracy: 0.0492
INFO:root:Epoch 19 Test set: LR: 0.00099975,  Average loss: 0.0359, Accuracy: 0.0484
INFO:root:Epoch 20 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0512
INFO:root:Epoch 21 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0529
INFO:root:Epoch 22 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0541
INFO:root:Epoch 23 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0552
INFO:root:Epoch 24 Test set: LR: 0.00099944,  Average loss: 0.0360, Accuracy: 0.0556
INFO:root:Epoch 25 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0587
INFO:root:Epoch 26 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0632
INFO:root:Epoch 27 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0654
INFO:root:Epoch 28 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0680
INFO:root:Epoch 29 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0684
INFO:root:Epoch 30 Test set: LR: 0.00099944,  Average loss: 0.0359, Accuracy: 0.0673
INFO:root:Epoch 31 Test set: LR: 0.00099901,  Average loss: 0.0358, Accuracy: 0.0700
INFO:root:Epoch 32 Test set: LR: 0.00099901,  Average loss: 0.0359, Accuracy: 0.0696
