INFO:root:Description: 迁移学习日志，参数如下
INFO:root:{'source_dataset': 'imagenet', 'target_dataset': 'cifar100', 'class_num': 100, 'sample_num': 40, 'arch': 'resnet18', 'model_path': '', 'resume': False, 'weight_decay': 0.0005, 'lr': 0.001, 'lr_factor': 0.2, 'bs': 128, 'momentum': 0.9, 'lr_step': 10, 'tensorboard_path': 'runs/imagenet_cifar100/sample_num/40/resnet18', 'checkpoint_path': 'checkpoints/imagenet_cifar100/sample_num/40/resnet18', 'checkpoint_save_step': 5, 'log_path': 'log/resnet18/imagenet_cifar100/sample_num/40/pretrain.log', 'end_epoch': 200}
INFO:root:Class_num: 100
INFO:root:Classes: range(0, 100)
INFO:root:Sample_num: 40
INFO:root:Train_size: 4000
INFO:root:Test_size: 10000
INFO:root:Epoch 1 Test set: LR: 0.00100000,  Average loss: 0.0357, Accuracy: 0.0417
INFO:root:Epoch 2 Test set: LR: 0.00100000,  Average loss: 0.0340, Accuracy: 0.0767
INFO:root:Epoch 3 Test set: LR: 0.00100000,  Average loss: 0.0327, Accuracy: 0.1014
INFO:root:Epoch 4 Test set: LR: 0.00100000,  Average loss: 0.0313, Accuracy: 0.1234
INFO:root:Epoch 5 Test set: LR: 0.00100000,  Average loss: 0.0297, Accuracy: 0.1526
INFO:root:Epoch 6 Test set: LR: 0.00100000,  Average loss: 0.0286, Accuracy: 0.1625
INFO:root:Epoch 7 Test set: LR: 0.00100000,  Average loss: 0.0277, Accuracy: 0.1868
INFO:root:Epoch 8 Test set: LR: 0.00100000,  Average loss: 0.0269, Accuracy: 0.2006
INFO:root:Epoch 9 Test set: LR: 0.00100000,  Average loss: 0.0264, Accuracy: 0.2110
INFO:root:Epoch 10 Test set: LR: 0.00100000,  Average loss: 0.0258, Accuracy: 0.2257
INFO:root:Epoch 11 Test set: LR: 0.00100000,  Average loss: 0.0251, Accuracy: 0.2359
INFO:root:Epoch 12 Test set: LR: 0.00100000,  Average loss: 0.0247, Accuracy: 0.2418
INFO:root:Epoch 13 Test set: LR: 0.00100000,  Average loss: 0.0245, Accuracy: 0.2491
INFO:root:Epoch 14 Test set: LR: 0.00100000,  Average loss: 0.0241, Accuracy: 0.2556
